text,processed_text,created,screenName,id
"RT @aeberman12: ""It’s not clear whether neutral zone will pump much oil immediately  even if both nations reach a final deal because OPEC e…",rt aeberman clear whether neutral zone pump much oil immediately even nation reach final deal opec e,2019-07-04T12:29:38Z,Nzz9rG5kFC,1146757961403887616
"Lead - 145 possible in upcoming days
#commodity #Commodities #Lead  #CrudeOil https://t.co/ICwfuXrK1U",lead possible upcoming day commodity commodity lead crudeoil,2019-07-04T12:26:20Z,u_v_here,1146757130705416193
"MCX Crude 
3600 possible in upcoming days, keep sl 4150. 
#CrudeOil #crude #crudefutures #crudeoilmini #mcx #index… https://t.co/pYlwXgh5Ng",mcx crude possible upcoming day keep sl crudeoil crude crudefutures crudeoilmini mcx index,2019-07-04T12:25:36Z,u_v_here,1146756946357346305
"RT @aeberman12: ""The dominant factor...is the technological revolution &amp; disinflation that brings about...We are going to continue to live…",rt aeberman dominant factoris technological revolution amp disinflation brings aboutwe going continue live,2019-07-04T12:25:18Z,Nzz9rG5kFC,1146756872130576385
"""The dominant factor...is the technological revolution &amp; disinflation that brings about...We are going to continue… https://t.co/nUzb64T5cg",dominant factoris technological revolution amp disinflation brings aboutwe going continue,2019-07-04T12:25:04Z,aeberman12,1146756813641211904
"RT @aeberman12: U.S. oil stocks increased week ending June 28 despite increased refinery utilization.
Refinery utilization has increased co…",rt aeberman u oil stock increased week ending june despite increased refinery utilization refinery utilization increased co,2019-07-04T12:21:19Z,Nzz9rG5kFC,1146755869134057472
"""It’s not clear whether neutral zone will pump much oil immediately  even if both nations reach a final deal becaus… https://t.co/vdgL4gbmCa",clear whether neutral zone pump much oil immediately even nation reach final deal becaus,2019-07-04T12:15:14Z,aeberman12,1146754339001815040
RT @ArgusMedia: #Venezuela is kicking off the transition of its dormant heavy #crudeoil upgraders into blending sites with the first operat…,rt argusmedia venezuela kicking transition dormant heavy crudeoil upgraders blending site first operat,2019-07-04T12:13:28Z,fernandezfran,1146753893998706688
"RT @aeberman12: Weak demand in Asia &amp; a recovery in supply in Europe.

“Starting to see forward Dated Brent contracts...retreat. This is fi…",rt aeberman weak demand asia amp recovery supply europe starting see forward dated brent contractsretreat fi,2019-07-04T12:12:26Z,oilbot123,1146753635084394502
"RT @aeberman12: Weak demand in Asia &amp; a recovery in supply in Europe.

“Starting to see forward Dated Brent contracts...retreat. This is fi…",rt aeberman weak demand asia amp recovery supply europe starting see forward dated brent contractsretreat fi,2019-07-04T12:11:56Z,Nzz9rG5kFC,1146753506641993729
RT @BakerInstitute: .@fmonaldi says new #Venezuelan oil traders remind him of those who helped the regime in a 2002-03 oil strike. “These t…,rt bakerinstitute fmonaldi say new venezuelan oil trader remind helped regime oil strike,2019-07-04T12:08:00Z,fmonaldi,1146752519219142661
RT @ArgusMedia: #Venezuela is kicking off the transition of its dormant heavy #crudeoil upgraders into blending sites with the first operat…,rt argusmedia venezuela kicking transition dormant heavy crudeoil upgraders blending site first operat,2019-07-04T12:07:12Z,fmonaldi,1146752318395863043
"#FXFOCUS #TRADING #FOREX WE ARE CLOSING &amp; TAKING #PROFIT ON #CrudeOIL -10 PIPS 
 https://t.co/Sw3O7OFS37",fxfocus trading forex closing amp taking profit crudeoil pip,2019-07-04T12:04:40Z,FXFocus,1146751680827936768
"RT @aeberman12: Weak demand in Asia &amp; a recovery in supply in Europe.

“Starting to see forward Dated Brent contracts...retreat. This is fi…",rt aeberman weak demand asia amp recovery supply europe starting see forward dated brent contractsretreat fi,2019-07-04T12:03:23Z,ValerdonS,1146751355819888640
"Weak demand in Asia &amp; a recovery in supply in Europe.

“Starting to see forward Dated Brent contracts...retreat. Th… https://t.co/3yebri3Iu1",weak demand asia amp recovery supply europe starting see forward dated brent contractsretreat th,2019-07-04T12:02:34Z,aeberman12,1146751150709981184
RT @macrohedged: Thursday: Key Volume &amp; Volatility Skew for Crude Oil Options: https://t.co/emtxjis8NG #CL_F #CrudeOil #WTI $USO #OOTT $UCO…,rt macrohedged thursday key volume amp volatility skew crude oil option clf crudeoil wti uso oott uco,2019-07-04T12:02:01Z,Normaltrip,1146751013547839490
"@EddieTofpik Daily #TechnicalAnalysis on #Energy #Market covering #NYMEX #WTI #CrudeOil, ICE #Brent, NYMEX #Heating… https://t.co/2gCulKrdgY",eddietofpik daily technicalanalysis energy market covering nymex wti crudeoil ice brent nymex heating,2019-07-04T11:56:56Z,ADMISI_Live,1146749731982446593
"RT @plattsshipping: Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibralta…",rt plattsshipping panamaflagged vlcc grace carrying crudeoil syria detained along cargo early thursday gibralta,2019-07-04T11:52:44Z,alvacan81,1146748676947226625
"RT @plattsshipping: Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibralta…",rt plattsshipping panamaflagged vlcc grace carrying crudeoil syria detained along cargo early thursday gibralta,2019-07-04T11:51:59Z,GregSheaWorkBee,1146748485384847360
"04 July 2019 Evening PIVOT &amp; BREAKOUT LEVELS

#Commodity #CommodityBreakoutLevel #CommodityPivot #Bullionfox… https://t.co/uUfcmumPdr",july evening pivot amp breakout level commodity commoditybreakoutlevel commoditypivot bullionfox,2019-07-04T11:48:28Z,BullionFoxComm,1146747602630672384
"#China – #PolyethyleneTerephthalatePET and its chain are about steady, with exception of #PX. #Crudeoil  contiues t… https://t.co/6mixa5P8rl",china polyethyleneterephthalatepet chain steady exception px crudeoil contiues,2019-07-04T11:45:48Z,Polyestertime,1146746932662079488
"An #oil #refinery turns #crudeoil into products that are fit for end-use, in the quantities required by the market.… https://t.co/vr8eMU3w3a",oil refinery turn crudeoil product fit enduse quantity required market,2019-07-04T11:30:24Z,FuelsEurope,1146743053757157376
RT @macrohedged: Here is the Implied Volatility v Futures Price for WTI Crude Oil on Thursday: https://t.co/MUPJTOmV5F #CL_F #CrudeOil #WTI…,rt macrohedged implied volatility v future price wti crude oil thursday clf crudeoil wti,2019-07-04T11:29:02Z,Normaltrip,1146742709715197952
Kenya Airways and GE Aviation sign fuel-saving deal https://t.co/sAYbcNWftB | #oil #crudeoil #brentoil #forex #fx… https://t.co/nu0epkBAT1,kenya airway ge aviation sign fuelsaving deal oil crudeoil brentoil forex fx,2019-07-04T11:09:21Z,forexoilfort,1146737759492759552
"RT @hdfcsec: Hear our experts' overview of Commodity Pulse, with the  #podcast #Commodity #MCX #Metals #Bullion #CrudeOil #OilandGas #Commo…",rt hdfcsec hear expert overview commodity pulse podcast commodity mcx metal bullion crudeoil oilandgas commo,2019-07-04T10:32:58Z,rajani_vinay,1146728600072179712
Very good @SPGlobalPlatts special report on US #CrudeOil being delivered to Europe https://t.co/GTdBig1REq,good spglobalplatts special report u crudeoil delivered europe,2019-07-04T10:27:59Z,alexbrog,1146727346172547072
"Hear our experts' overview of Commodity Pulse, with the  #podcast #Commodity #MCX #Metals #Bullion #CrudeOil… https://t.co/Sub61vIhcr",hear expert overview commodity pulse podcast commodity mcx metal bullion crudeoil,2019-07-04T10:09:04Z,hdfcsec,1146722585389883392
"The deterioration stemmed from a fall of US$2.8bn in #crudeoil and gas exports, which was partly offset by the high… https://t.co/dYixQodWUz",deterioration stemmed fall usbn crudeoil gas export partly offset high,2019-07-04T10:08:42Z,FBNQuest,1146722496483381249
"The markets had been expecting more of a decline in US crude stocks.

👉🏼 Here's how they reacted to the results of… https://t.co/RfWwxDNd18",market expecting decline u crude stock here reacted result,2019-07-04T09:43:56Z,OrbexFX,1146716261944049669
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",rt aeberman increased tight oil production fewer rig mean less big saving account,2019-07-04T09:39:18Z,AwsHenry,1146715096258895873
#Crudeoil bounced down from the ideal distribution area and attractor for a potential corrective wave in an incompl… https://t.co/yabybMvQp8,crudeoil bounced ideal distribution area attractor potential corrective wave incompl,2019-07-04T09:29:12Z,thefinancialfor,1146712553306906624
"@EddieTofpik Daily #FREE #TechnicalAnalysis on #FOREX plus #Futures on #NYMEX #WTI #CrudeOil, #FTSE, #DAX, S&amp;P,… https://t.co/feFWlUr3JT",eddietofpik daily free technicalanalysis forex plus future nymex wti crudeoil ftse dax sampp,2019-07-04T09:24:04Z,ADMISI_Live,1146711261478039553
"RT @macrohedged: Here is Thursday's Crude Options surface overview: https://t.co/zEgMMwyniL 
 
 #CL_F #CrudeOil #WTI $USO #OOTT $UCO $DBO #…",rt macrohedged thursday crude option surface overview clf crudeoil wti uso oott uco dbo,2019-07-04T09:12:26Z,oilbot123,1146708335879688193
"Here is Thursday's Crude Options surface overview: https://t.co/zEgMMwyniL 
 
 #CL_F #CrudeOil #WTI $USO #OOTT $UCO $DBO #Brent $BNO $XLE",thursday crude option surface overview clf crudeoil wti uso oott uco dbo brent bno xle,2019-07-04T09:00:11Z,macrohedged,1146705251732467712
WTI crude oil prices started falling despite EIA announcing a decrease in the US crude output data. How to trade… https://t.co/YHzz7hnHX2,wti crude oil price started falling despite eia announcing decrease u crude output data trade,2019-07-04T08:43:18Z,FXLeadersCom,1146701003921809408
"Panama-flagged #VLCC Grace-1, carrying #crudeoil to Syria, was detained along with its cargo early Thursday by Gibr… https://t.co/yR14QSCoPB",panamaflagged vlcc grace carrying crudeoil syria detained along cargo early thursday gibr,2019-07-04T08:42:26Z,plattsshipping,1146700786367442944
RT @AlfaFinancials: Live Signals for the Day! #LiveForexSignals #USDJPY #EURUSD #GOLD #CRUDEOIL #GBPUSD #ALFAFINANCIAL https://t.co/89o33sT…,rt alfafinancials live signal day liveforexsignals usdjpy eurusd gold crudeoil gbpusd alfafinancial,2019-07-04T08:33:35Z,OzbeyMu,1146698559766634496
Live Signals for the Day! #LiveForexSignals #USDJPY #EURUSD #GOLD #CRUDEOIL #GBPUSD #ALFAFINANCIAL https://t.co/89o33sTuMv,live signal day liveforexsignals usdjpy eurusd gold crudeoil gbpusd alfafinancial,2019-07-04T08:28:52Z,AlfaFinancials,1146697372254310400
"#Oil prices ⬇️ edge down, pressured by U.S. supply..
#crudeoil #WTI #Brent #oott  
https://t.co/jeX2SUnIqL",oil price edge pressured u supply crudeoil wti brent oott,2019-07-04T08:22:30Z,AlexisAshi,1146695769124233216
RT @thefinancialfor: Join the FREE Plan and get access for free to the member's area and to the updates for the long term views of the majo…,rt thefinancialfor join free plan get access free member area update long term view majo,2019-07-04T08:16:00Z,thefinancialfor,1146694133282742272
RT @thefinancialfor: All outlooks for the FREE PLAN are updated for #EURUSD #GBPUSD #USDJPY #BITCOIN #RIPPLE #DJIA #SPX #DAX #Crudeoil #Gol…,rt thefinancialfor outlook free plan updated eurusd gbpusd usdjpy bitcoin ripple djia spx dax crudeoil gol,2019-07-04T08:15:08Z,thefinancialfor,1146693913480245248
"RT @thefinancialfor: Take your #trading and #investing to the next level with our PRO Plan!
*All the Charts
*All the Dashboards with fracta…",rt thefinancialfor take trading investing next level pro plan chart dashboard fracta,2019-07-04T08:14:35Z,thefinancialfor,1146693775219134469
RT @macrohedged: For you this Thursday - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI change not strik…,rt macrohedged thursday active strike open interest change crude oil ranked oi change strik,2019-07-04T08:12:29Z,oilbot123,1146693248318136321
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",rt aeberman increased tight oil production fewer rig mean less big saving account,2019-07-04T08:09:17Z,Jabato111111,1146692442114203649
"RT @aeberman12: Does increased tight oil production with fewer rigs mean ""doing more with less"" or just having a big savings account of 7,2…",rt aeberman increased tight oil production fewer rig mean less big saving account,2019-07-04T08:03:36Z,ANOTHERHUXIAO,1146691013764714496
#commodity  calls: see #mcx #crudeoil hit low 3891 watch for big downside up to 3700 if hold 3930 resistance zone !… https://t.co/Klwhr2jgbP,commodity call see mcx crudeoil hit low watch big downside hold resistance zone,2019-07-04T08:02:07Z,DSWINDIA,1146690639414743041
For you this Thursday - Most active strikes by Open Interest change for Crude Oil. These are ranked by OI change no… https://t.co/sotriH6JEb,thursday active strike open interest change crude oil ranked oi change,2019-07-04T08:00:08Z,macrohedged,1146690140275978240
RT @NadiaErlam: Want an eco-friendly bank? Make sure to choose @triodosuk who invest in ethical projects across the world! I switched as I…,rt nadiaerlam want ecofriendly bank make sure choose triodosuk invest ethical project across world switched,2019-07-04T07:50:29Z,EdGrattan08,1146687709798383616
"#soyabean #soybeanmeal #hipro #poultryfeed #cattlefeed #soyoil #oil #crudeoil #FeedManufacturers

#Soymeal, Best… https://t.co/UU7AJspoNY",soyabean soybeanmeal hipro poultryfeed cattlefeed soyoil oil crudeoil feedmanufacturers soymeal best,2019-07-04T07:42:19Z,BrevityPvt,1146685655193403393
Daily ORB price: 7/3/2019 https://t.co/bA0xFXwpSc | #oil #crudeoil #brentoil #forex #fx #trading #trade #livetradenews #brent #wti #crude,daily orb price oil crudeoil brentoil forex fx trading trade livetradenews brent wti crude,2019-07-04T07:22:07Z,forexoilfort,1146680574100287489
"SELL WTI OIL @ 56.80
TP1  56.35
TP2  54.70
For more free signal join my telegram - https://t.co/Q9tvtFF8b3

#forex… https://t.co/gWTmbnmQM8",sell wti oil tp tp free signal join telegram forex,2019-07-04T07:19:07Z,forextivo,1146679818739523585
"RT @POLYMERUPDATE: Daily #Crude Insights:
By: @VandanaHari_SG 
.
.
Check: https://t.co/Ez968vRXv1                     
.
.
#OOTT #OilandGas…",rt polymerupdate daily crude insight vandanaharisg check oott oilandgas,2019-07-04T07:12:35Z,oilbot123,1146678175650463744
"RT @JRJ_ALHAJRI: #EIA weekly report as week ending June-28:

#CrudeOil Production ⬆️ 0.83% or ⬆️ 100k b/d W/W
Impports ⬆️ 6.56% or ⬆️ 571k…",rt jrjalhajri eia weekly report week ending june crudeoil production k bd ww impports k,2019-07-04T07:11:14Z,JRJ_ALHAJRI,1146677835215462400
"Daily #Crude Insights:
By: @VandanaHari_SG 
.
.
Check: https://t.co/Ez968vRXv1                     
.
.
#OOTT… https://t.co/slKufmlWNx",daily crude insight vandanaharisg check oott,2019-07-04T07:07:12Z,POLYMERUPDATE,1146676817492762626
"RT Oil prices fall a signs of slowing U.S. demand, economic concerns https://t.co/J86syaxL8z… https://t.co/CU672i16OL",rt oil price fall sign slowing u demand economic concern,2019-07-04T07:06:30Z,giri_navneet,1146676644029091842
RT WATCH: Muslim women defy burkini ban at a French public pool https://t.co/8oaZGSMRFi #S&amp;P #Nasdaq #CrudeOil… https://t.co/7X7kKIx8u8,rt watch muslim woman defy burkini ban french public pool sampp nasdaq crudeoil,2019-07-04T07:06:30Z,giri_navneet,1146676642292621313
RT Rains ease in southern Japan but landslide risks persist https://t.co/rpToWyFn4k https://t.co/KuVIgJk89j #S&amp;P… https://t.co/DAgAljtBPj,rt rain ease southern japan landslide risk persist sampp,2019-07-04T07:06:29Z,giri_navneet,1146676639994195968
RT Future tense: Fastest-growing market Asia rethinks coal's prospects https://t.co/LyXfQogyDS… https://t.co/ADp766dWnH,rt future tense fastestgrowing market asia rethink coal prospect,2019-07-04T07:06:29Z,giri_navneet,1146676638387752962
"RT Japan upper house poll begins, Abe's constitutional reform hopes at stake https://t.co/04z1j7SMxq… https://t.co/l4u6ShyfyY",rt japan upper house poll begin abes constitutional reform hope stake,2019-07-04T07:06:29Z,giri_navneet,1146676636714250241
RT Chinese state media says 'Western ideologues' to blame for Hong Kong unrest https://t.co/BxUbVYFLiT… https://t.co/cyz9Iz2HQp,rt chinese state medium say western ideologue blame hong kong unrest,2019-07-04T07:06:28Z,giri_navneet,1146676634931650565
"RT Oil prices edge down, pressured by U.S. supply https://t.co/0OzinCNz04 https://t.co/dVyl44GNoV #S&amp;P #Nasdaq… https://t.co/y8R9kwj9MP",rt oil price edge pressured u supply sampp nasdaq,2019-07-04T07:06:28Z,giri_navneet,1146676632880652288
RT Putin says ready to step up dialogue with U.S over disarmament: paper https://t.co/9VP0MooQx2… https://t.co/586wOGwfPK,rt putin say ready step dialogue u disarmament paper,2019-07-04T07:06:27Z,giri_navneet,1146676631119044608
RT Solar coolers help Nigerian traders tackle food waste https://t.co/S1GB5NtcOi #S&amp;P #Nasdaq #CrudeOil… https://t.co/3YVUb5FL0V,rt solar cooler help nigerian trader tackle food waste sampp nasdaq crudeoil,2019-07-04T07:06:27Z,giri_navneet,1146676629529382912
"RT In Brexit Britain, battling home lenders chase risk and pensioners https://t.co/CER0nx9vxE… https://t.co/buwZyHfx9f",rt brexit britain battling home lender chase risk pensioner,2019-07-04T07:06:26Z,giri_navneet,1146676627675312129
RT Stocks rally on bets of Fed rate cuts; euro wobbles https://t.co/UkHCgJ7NGH https://t.co/VJwdPGy83X #S&amp;P #Nasdaq… https://t.co/q4koDs3rHj,rt stock rally bet fed rate cut euro wobble sampp nasdaq,2019-07-04T07:06:26Z,giri_navneet,1146676625897066497
"RT Prime Minister Scott Morrison says Australian student Alek Sigley, who was detained in North Korea, has been rel… https://t.co/XazdFymbG0",rt prime minister scott morrison say australian student alek sigley detained north korea rel,2019-07-04T07:06:26Z,giri_navneet,1146676624139653120
RT Samsung in hot water over splashy Australian phone ads https://t.co/WblV9wFva8 https://t.co/COCgcl7JjD #S&amp;P… https://t.co/gJjrhXgwUI,rt samsung hot water splashy australian phone ad sampp,2019-07-04T07:06:25Z,giri_navneet,1146676622688493568
"RT Lealiifano picked in Wallabies squad, Cooper absent https://t.co/PKmeOajnc9 https://t.co/lt52TNskV8 #S&amp;P #Nasdaq… https://t.co/QRDxZtyLAh",rt lealiifano picked wallaby squad cooper absent sampp nasdaq,2019-07-04T07:06:25Z,giri_navneet,1146676621144940546
RT Volcano erupts on Italian island of Stromboli. More here: https://t.co/fjllQOh0A8 https://t.co/wYnKfr3zsE #S&amp;P… https://t.co/rtnKPsXNAG,rt volcano erupts italian island stromboli sampp,2019-07-04T07:06:24Z,giri_navneet,1146676619400089600
RT Chinese police arrest man who allegedly poured water over Baidu CEO's head https://t.co/rLSBLakJ93… https://t.co/idP4G4tc22,rt chinese police arrest man allegedly poured water baidu ceo head,2019-07-04T07:06:24Z,giri_navneet,1146676617663717376
RT K-pop band #BTS is now in your pocket with a new mobile game. More here: https://t.co/GIsBFlzjkQ… https://t.co/zXqOs4XyZH,rt kpop band bts pocket new mobile game,2019-07-04T07:06:24Z,giri_navneet,1146676615994388481
RT U.S. head to Gold Cup final after 3-1 win over Jamaica https://t.co/AwaLSNKqT0 https://t.co/kqBXSqUvni #S&amp;P… https://t.co/8E3NKYSMJJ,rt u head gold cup final win jamaica sampp,2019-07-04T07:06:23Z,giri_navneet,1146676614551523328
RT India's monsoon rain below average for fifth straight week https://t.co/t83m97w3d2 https://t.co/OKviyFjzIQ #S&amp;P… https://t.co/ofaiIG3Qp6,rt india monsoon rain average fifth straight week sampp,2019-07-04T07:06:23Z,giri_navneet,1146676612747935744
"RT Iron ore prices race past $120, triggering warnings https://t.co/d0gvImgUIk #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/dydbbn5k4a",rt iron ore price race past triggering warning sampp nasdaq crudeoil geopolitics,2019-07-04T07:03:05Z,giri_navneet,1146675782632259584
RT Here's a rundown of your top economic news today https://t.co/F6ey2y5LRg #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/XQqAUSKaxC,rt here rundown top economic news today sampp nasdaq crudeoil geopolitics,2019-07-04T07:03:04Z,giri_navneet,1146675780581244929
RT Indian state considers scrapping decision to enter into power purchase deals for all upcoming clean energy proje… https://t.co/GbgNrBHPET,rt indian state considers scrapping decision enter power purchase deal upcoming clean energy proje,2019-07-04T07:03:04Z,giri_navneet,1146675778614116353
RT The Danish bank is charged with laundering cash. But its other activities raise a red flag too… https://t.co/x2DP8xZJQm,rt danish bank charged laundering cash activity raise red flag,2019-07-04T07:03:03Z,giri_navneet,1146675776005246976
RT India expects economic growth to rebound this year https://t.co/ZAvkdXOZu4 #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/kOjlntHI2v,rt india expects economic growth rebound year sampp nasdaq crudeoil geopolitics,2019-07-04T07:03:03Z,giri_navneet,1146675773862006789
RT The krona rally may be on its last legs https://t.co/Ly8QfmZRnf https://t.co/kBJwIWAoTM #S&amp;P #Nasdaq #CrudeOil… https://t.co/2vR0cnd10f,rt krona rally may last leg sampp nasdaq crudeoil,2019-07-04T07:03:02Z,giri_navneet,1146675771571933184
RT Indonesia's Jokowi will announce a major overhaul of his cabinet aimed at firing up Southeast Asia’s biggest eco… https://t.co/NAYXavD0yu,rt indonesia jokowi announce major overhaul cabinet aimed firing southeast asia biggest eco,2019-07-04T07:03:02Z,giri_navneet,1146675768942092293
RT Young professionals who move abroad before they turn 35 see bigger increases to their earnings and get promoted… https://t.co/0IYynioFVH,rt young professional move abroad turn see bigger increase earnings get promoted,2019-07-04T07:03:01Z,giri_navneet,1146675766836547584
"RT Citi’s UK surprise index, which measures whether data exceed or fall short of forecasts, is at the lowest since… https://t.co/944zSoKRZz",rt citis uk surprise index measure whether data exceed fall short forecast lowest since,2019-07-04T07:03:01Z,giri_navneet,1146675764995272704
RT Pakistan plans return to global bond market after IMF aid https://t.co/uUQ2c8Cv6Y #S&amp;P #Nasdaq #CrudeOil… https://t.co/wug0yPYpqn,rt pakistan plan return global bond market imf aid sampp nasdaq crudeoil,2019-07-04T07:03:00Z,giri_navneet,1146675763091054592
"RT Alek Sigley, an Australian living in Pyongyang, is “safe and well” after being released from detention in North… https://t.co/acseT1EGWq",rt alek sigley australian living pyongyang safe well released detention north,2019-07-04T07:03:00Z,giri_navneet,1146675760914161664
"RT For Ursula von der Leyen, the hard part starts now https://t.co/b1YUqTc3Gc #S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/h5t1OqkhFf",rt ursula von der leyen hard part start sampp nasdaq crudeoil geopolitics,2019-07-04T07:02:59Z,giri_navneet,1146675758787694592
RT It's rate decision day in Romania – here's what to expect https://t.co/fPpAbe91yQ #S&amp;P #Nasdaq #CrudeOil… https://t.co/Oy2yXNx8oj,rt rate decision day romania here expect sampp nasdaq crudeoil,2019-07-04T07:02:59Z,giri_navneet,1146675756774416384
RT Corporate India’s record pace of debt fundraising may be set to slow as a jump in hedging costs makes those deal… https://t.co/6Wz6DndkcH,rt corporate india record pace debt fundraising may set slow jump hedging cost make deal,2019-07-04T07:02:58Z,giri_navneet,1146675755021230080
RT Malaysia bans all sea sand exports on environmental concern https://t.co/ipSJPDmiz8 #S&amp;P #Nasdaq #CrudeOil… https://t.co/TPxTAK9ycV,rt malaysia ban sea sand export environmental concern sampp nasdaq crudeoil,2019-07-04T07:02:57Z,giri_navneet,1146675750663311360
RT The U.S. decision to slap 400% duties on Vietnamese steel reinforce concerns that the trade war is going global… https://t.co/m4ltp4Os1V,rt u decision slap duty vietnamese steel reinforce concern trade war going global,2019-07-04T07:02:57Z,giri_navneet,1146675748637466624
RT These are the people who will choose Britain's next prime minister https://t.co/zCUbdtwiUa #S&amp;P #Nasdaq… https://t.co/A4gaS6Q1S0,rt people choose britain next prime minister sampp nasdaq,2019-07-04T07:02:56Z,giri_navneet,1146675746607378433
RT Thailand wants to restrain the world's strongest currency https://t.co/dr3RkyLZDi #S&amp;P #Nasdaq #CrudeOil… https://t.co/fIBoNLWBnj,rt thailand want restrain world strongest currency sampp nasdaq crudeoil,2019-07-04T07:02:56Z,giri_navneet,1146675744694853632
RT Prime Minister Narendra Modi has his first chance since a decisive election win to spur India's economy… https://t.co/6uUjlc6Xwf,rt prime minister narendra modi first chance since decisive election win spur india economy,2019-07-04T07:02:55Z,giri_navneet,1146675742236925952
RT: U.S.-CHINA MAY TRADE DEFICIT $30.20 BLN VS APRIL DEFICIT $26.90 BLN#S&amp;P #Nasdaq #CrudeOil #Geopolitics… https://t.co/90MJck43ay,rt uschina may trade deficit bln v april deficit blnsampp nasdaq crudeoil geopolitics,2019-07-04T07:02:22Z,giri_navneet,1146675601090252800
"RT @PlattsOil: On the latest Capitol Crude, @HermsTheWord of @SPGlobalPlatts and Paul Sheldon of Platts Analytics talk about OPEC, #crudeoi…",rt plattsoil latest capitol crude hermstheword spglobalplatts paul sheldon platts analytics talk opec crudeoi,2019-07-04T06:43:42Z,HermsTheWord,1146670904535146498
"RT @airnewsalerts: Petroleum and Natural Gas Minister @dpradhanbjp speaks to Russian Energy Minister Alexander Novak, conveys his concern o…",rt airnewsalerts petroleum natural gas minister dpradhanbjp speaks russian energy minister alexander novak conveys concern,2019-07-04T06:39:18Z,aksinhaster,1146669796123037696
"#Sell Crude 3930-3933sl 3936abv tgt 10🎯-20🎯-30+point
New low 3891
*Per 10 lot 30000 Done💪🏻⛽*
Many traders enjoy pro… https://t.co/Y5E7RbM6z2",sell crude sl abv tgt point new low per lot done many trader enjoy pro,2019-07-04T06:38:36Z,Just4_Profit,1146669620356509696
"RT @airnewsalerts: Petroleum and Natural Gas Minister @dpradhanbjp speaks to Russian Energy Minister Alexander Novak, conveys his concern o…",rt airnewsalerts petroleum natural gas minister dpradhanbjp speaks russian energy minister alexander novak conveys concern,2019-07-04T06:30:01Z,desh_bhkt,1146667461380435968
"~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

                              Kissed the target 3900 ❤️❤️❤️

~~~~~~~~~~~… https://t.co/zHC7MOvK8x",kissed target,2019-07-04T06:28:46Z,MoneyMakersJ,1146667148565069824
Excellent @SPGlobalPlatts analysis of market drivers underpinning US #CrudeOil exports to Europe https://t.co/UAL82j9M6j,excellent spglobalplatts analysis market driver underpinning u crudeoil export europe,2019-07-04T06:27:03Z,alexbrog,1146666714136006656
"Sell Crude 3930-3933sl 3936abv tgt 10🎯-20-30+point
New low 3906
Per 10 lot 20000 Done💪🏻⛽
Many traders enjoy profit… https://t.co/Wfg0QU6wtN",sell crude sl abv tgt point new low per lot done many trader enjoy profit,2019-07-04T06:08:35Z,Just4_Profit,1146662065706168320
"RT @airnewsalerts: Petroleum and Natural Gas Minister @dpradhanbjp speaks to Russian Energy Minister Alexander Novak, conveys his concern o…",rt airnewsalerts petroleum natural gas minister dpradhanbjp speaks russian energy minister alexander novak conveys concern,2019-07-04T06:06:36Z,gulati_masoor,1146661569268342784
"RT @airnewsalerts: Petroleum and Natural Gas Minister @dpradhanbjp speaks to Russian Energy Minister Alexander Novak, conveys his concern o…",rt airnewsalerts petroleum natural gas minister dpradhanbjp speaks russian energy minister alexander novak conveys concern,2019-07-04T06:05:51Z,Mrp10588,1146661379794845696
"Petroleum and Natural Gas Minister @dpradhanbjp speaks to Russian Energy Minister Alexander Novak, conveys his conc… https://t.co/X3korncAw0",petroleum natural gas minister dpradhanbjp speaks russian energy minister alexander novak conveys conc,2019-07-04T06:05:06Z,airnewsalerts,1146661189490839552
"Short CRUDEOIL @ 3920 / 3900.4 / 3890.6 / 3880.8 SL - 3939.6

#Crude #Crudeoil #MCX #Commodity https://t.co/lAnzkvEA1h",short crudeoil sl crude crudeoil mcx commodity,2019-07-04T05:55:22Z,MoneyMakersJ,1146658741766352896
"Sell Crude 3930-3933sl 3936abv tgt 10🎯-20-30+point
New low 3912
Per 10 lot 10000 Done💪🏻⛽
#CrudeOil #crude #Commodities #oil",sell crude sl abv tgt point new low per lot done crudeoil crude commodity oil,2019-07-04T05:48:41Z,Just4_Profit,1146657060139880448
RT @insigniaconsul1: MCX Crude Oil &amp; Natural Gas Report: 4th July 2019 #mcxcrudeoil #mcx #crudeoil #energies #naturalgas https://t.co/bepu2…,rt insigniaconsul mcx crude oil amp natural gas report th july mcxcrudeoil mcx crudeoil energy naturalgas,2019-07-04T05:46:19Z,tejalcomm,1146656462065659904
